University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Venkàgttonhasttà Nnoncàśénreskèc	1	19	18	10	6	24	30	6	54	38	47	93	D+	18	29.40	-1	1	1	0	0
Antarion	Śa'guskeq Ttéśve	2	50	63	10	33	22	38	88	87	35	26	58	C	18	49.41	-1	1	1	0	0
Antarion	Cepèg Rrèśʃiin	3	68	76	65	26	8	60	31	11	49	80	68	C	18	39.39	-1	1	1	0	0
Antarion	Pepi Rrèśʃiin	4	79	62	84	72	17	107	32	32	56	39	69	B	18	59.27	-1	1	1	0	0
Antarion	Éxànnecig Mii	5	24	24	15	11	30	15	13	7	19	40	93	D+	18	20.58	-1	1	1	0	0
University of Nja	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Nja	A'opi Ttéśve	1	70	67	33	18	30	47	61	71	42	20	46	C+	21	46.02	-1	1	1	0	0
Nja	Gàp Dova'mar'éxànè	2	43	39	16	16	19	9	51	37	58	62	87	D	21	35.60	-1	1	1	0	0
Nja	Pepi Ńàhem	3	42	45	35	21	31	26	44	37	55	83	72	D+	21	38.32	-1	1	1	0	0
Nja	Gàp Hàŕselàn	4	9	15	16	15	14	10	13	10	36	49	89	F+	21	21.14	-1	1	1	0	0
Nja	iʃśùv O'àpàasà	5	14	8	25	17	10	21	9	7	16	25	71	D	20	17.98	-1	1	1	0	0
Nja	E'àǵay Ciiśǵià	1	84	91	44	11	44	43	47	98	85	20	73	C+	19	58.50	-1	1	1	0	0
Nja	Xémni Nhòà	2	62	60	23	8	10	37	50	37	65	8	52	F+	20	39.12	-1	1	1	0	0
Nja	Ku Vàydep	3	69	70	40	12	12	55	30	54	62	25	82	D	20	41.92	-1	1	1	0	0
Nja	Payhèmàw Ǵèècòvèŕka	4	58	64	45	42	33	17	11	20	59	26	89	D	21	38.02	-1	1	1	0	0
Nja	Viiŕce Luʃpùwàrpèćii	5	34	36	65	32	33	10	34	17	25	52	53	D	19	32.12	-1	1	1	0	0
Nja	Màce Nùx́iś	1	102	98	44	22	19	51	56	104	83	34	96	D+	21	62.36	-1	1	1	0	0
Nja	Hòŕcò Yor'cél	2	62	59	8	22	11	33	38	36	20	23	82	D+	18	29.30	-1	1	1	0	0
Nja	Éxànnecig Qàmiiqè	3	71	58	54	50	55	70	63	61	73	46	85	C	21	62.10	-1	1	1	0	0
Nja	Śonpennneŕgomà Luʃpùwàrpèćii	4	61	56	55	48	15	53	48	18	46	13	83	C	18	44.13	-1	1	1	0	0
Nja	Cepèg Vàydep	5	41	35	60	70	56	49	43	34	51	60	119	C	21	55.05	-1	1	1	0	0
University of Pentadominion 1	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pentadominion	E'àǵay Ttàdùycce	1	24	21	11	14	13	41	18	23	44	94	85	D	18	28.85	-1	1	1	0	0
Pentadominion	Nàgiiś Nnò'ʃiv	2	22	18	17	11	9	11	34	35	34	67	67	D	21	26.35	-1	1	1	0	0
Pentadominion	Éxànnecig Nhòà	3	11	12	24	18	28	19	21	25	39	26	104	C	19	29.31	-1	1	1	0	0
Pentadominion	Payhèmàw Neśom	4	17	17	44	11	7	17	11	14	23	70	73	F+	20	21.88	-1	1	1	0	0
Pentadominion	Nàgiiś Hàŕselàn	5	57	56	32	55	57	9	27	12	8	84	87	D+	19	33.58	-1	1	1	0	0
Pentadominion	A'opi Yor'cél	1	31	34	8	21	13	17	32	43	25	21	75	D	18	26.84	-1	1	1	0	0
Pentadominion	Śùy Pènnaggà	2	24	29	14	9	10	28	7	25	14	51	80	C	18	19.97	-1	1	1	0	0
Pentadominion	Gèpeènè'nè Pènnaggà	3	51	62	64	63	36	54	51	16	29	58	87	D+	21	46.20	-1	1	1	0	0
Pentadominion	Śonpennneŕgomà O'àpàasà	4	88	97	95	65	50	85	69	21	78	60	81	C	20	69.39	-1	1	1	0	0
Pentadominion	Guvggillmào Hàŕselàn	5	17	19	75	22	52	62	47	15	37	67	59	C+	19	45.99	-1	1	1	0	0
Pentadominion	Nàgiiś Mii	1	58	66	10	12	12	18	78	78	48	77	71	C	18	43.42	-1	1	1	0	0
Pentadominion	Noùpexi Dova'mar'éxànè	2	105	120	62	9	51	44	63	55	61	73	54	B	18	53.10	-1	1	1	0	0
Pentadominion	Viiŕce Qàmiiqè	3	17	24	15	25	7	6	24	12	19	54	72	D	18	18.61	-1	1	1	0	0
Pentadominion	Gèpeènè'nè Ńàhem	4	17	24	18	13	10	16	14	19	31	83	64	F+	18	20.06	-1	1	1	0	0
Pentadominion	Gàp Peśqu	5	45	50	76	83	128	50	55	43	32	79	117	C	19	71.29	-1	1	1	0	0
University of Pentadominion 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pentadominion	Xémni Pègsheènnàyccoŕiiś	1	65	65	54	11	14	44	27	94	84	92	66	F+	21	53.07	-1	1	1	0	0
Pentadominion	Xémni Nùx́iś	2	27	31	31	9	36	26	31	48	46	98	99	D+	19	37.82	-1	1	1	0	0
Pentadominion	Hòŕcò Ggàdéʃ	3	54	52	56	20	31	63	49	52	64	104	109	D	21	52.06	-1	1	1	0	0
Pentadominion	Éxànnecig Pègsheènnàyccoŕiiś	4	25	20	19	17	19	15	20	13	57	7	91	F	20	27.91	-1	1	1	0	0
Pentadominion	Gèpeènè'nè Qùcca'	5	16	10	9	15	36	12	16	10	11	51	69	F+	19	19.18	-1	1	1	0	0
Pentadominion	iʃśùv Nùx́iś	1	17	34	23	12	11	21	47	40	22	78	50	D+	18	28.24	-1	1	1	0	0
Pentadominion	Hòŕcò Càl	2	38	28	62	19	32	39	22	74	28	87	84	D+	19	43.04	-1	1	1	0	0
Pentadominion	Śùy Nnò'ʃiv	3	116	87	32	36	53	52	88	34	63	67	90	F+	21	54.48	-1	1	1	0	0
Pentadominion	Xémni Dova'mar'éxànè	4	68	69	85	27	11	27	39	21	61	65	63	D	18	42.69	-1	1	1	0	0
Pentadominion	Ǵamà Mii	5	43	27	69	66	65	52	30	18	69	30	81	D+	21	54.62	-1	1	1	0	0
Pentadominion	Ǵamà Ttéśve	1	105	99	37	33	14	47	37	66	26	31	49	C	18	39.92	-1	1	1	0	0
Pentadominion	Śa'guskeq Qùcca'	2	41	47	38	9	17	38	29	120	81	90	78	C	19	56.26	-1	1	1	0	0
Pentadominion	Noùpexi Nnoncàśénreskèc	3	36	42	53	47	26	53	91	24	34	81	76	D+	18	47.92	-1	1	1	0	0
Pentadominion	Pepi Vàydep	4	43	46	75	57	31	36	79	7	88	56	92	F+	20	58.67	-1	1	1	0	0
Pentadominion	E'àǵay Nùx́iś	5	60	43	56	50	116	55	41	28	39	46	82	D+	21	58.89	-1	1	1	0	0
University of Shmupland 1	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Om Sung-Soo	1	62	52	8	11	13	85	38	90	72	95	92	D+	18	54.62	-1	1	1	0	0
Shmupland	Kwak Kwang-Seok	2	18	18	9	13	11	35	15	11	5	83	88	D+	18	18.37	-1	1	1	0	0
Shmupland	Ok Song-Jin	3	15	16	16	6	7	12	16	8	21	53	96	D	21	17.50	-1	1	1	0	0
Shmupland	Chu Seung-Won	4	39	42	36	29	26	28	41	11	66	95	105	D	20	39.59	-1	1	1	0	0
Shmupland	Ha Chihu	5	10	9	7	5	21	8	7	12	20	39	85	F	19	15.14	-1	1	1	0	0
Shmupland	Sol Jung-Ho	1	64	68	40	12	15	39	46	52	30	23	71	D+	18	38.02	-1	1	1	0	0
Shmupland	Ok Kwang-Jo	2	54	59	25	21	26	46	17	41	36	45	61	F+	21	33.53	-1	1	1	0	0
Shmupland	Ha Seung-Won	3	35	48	37	7	14	25	43	80	36	16	58	D+	19	35.54	-1	1	1	0	0
Shmupland	Ok Yeong-Jin	4	35	49	84	49	30	20	21	9	34	9	96	D+	20	41.49	-1	1	1	0	0
Shmupland	Ha Chihu	5	33	26	24	59	62	40	54	22	37	50	68	D+	21	44.77	-1	1	1	0	0
Shmupland	Kwak Minsu	1	33	30	12	14	21	24	10	101	44	21	86	D+	18	37.94	-1	1	1	0	0
Shmupland	Chwa Young-Chul	2	84	104	51	26	41	63	74	102	47	43	65	C	21	62.60	-1	1	1	0	0
Shmupland	Sol Young-Chul	3	67	85	43	22	45	42	42	21	68	26	113	C	20	46.31	-1	1	1	0	0
Shmupland	Chwa Kwang-Seok	4	37	32	53	62	34	58	53	30	58	70	83	C	21	52.10	-1	1	1	0	0
Shmupland	No Kwang-Seok	5	55	50	56	60	79	33	68	34	73	78	87	C	20	59.17	-1	1	1	0	0
University of Shmupland 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Ka Yeong-Jin	1	51	50	6	12	17	35	37	35	7	17	71	F+	19	25.36	-1	1	1	0	0
Shmupland	Kwak Jae-Wook	2	27	29	6	30	15	25	23	49	33	58	49	F	19	28.41	-1	1	1	0	0
Shmupland	Ok Jae-Wook	3	29	36	16	28	14	14	44	26	10	5	51	D+	20	22.55	-1	1	1	0	0
Shmupland	Kae Yeong-Jin	4	48	48	20	16	12	19	18	13	30	56	58	D+	19	21.26	-1	1	1	0	0
Shmupland	Om Chin-Ho	5	19	21	28	32	44	22	26	14	18	93	89	D	20	30.42	-1	1	1	0	0
Shmupland	Ka Song-Jin	1	50	43	8	23	17	32	18	28	46	50	98	D	18	30.34	-1	1	1	0	0
Shmupland	Ka Chin-Ho	2	118	108	33	47	54	22	29	100	42	92	54	D	21	47.67	-1	1	1	0	0
Shmupland	No Young-Chul	3	28	43	54	36	40	44	34	34	45	39	62	D+	20	41.89	-1	1	1	0	0
Shmupland	Ok Chin-Ho	4	40	42	33	19	29	10	51	15	73	65	70	D	21	36.53	-1	1	1	0	0
Shmupland	Ha Kwang-Jo	5	9	12	28	58	42	33	18	22	24	35	53	D+	19	33.07	-1	1	1	0	0
Shmupland	Chu Kwang-Seok	1	35	41	17	5	7	33	33	64	8	59	64	F	18	28.58	-1	1	1	0	0
Shmupland	Chu Sung-Soo	2	126	154	128	31	38	79	63	75	66	28	117	B	19	75.46	-1	1	1	0	0
Shmupland	Ka Young-Chul	3	47	43	66	46	26	17	19	29	17	34	50	F+	18	31.30	-1	1	1	0	0
Shmupland	Ka Song-Jin	4	38	44	75	39	50	42	26	20	119	44	83	C	21	58.36	-1	1	1	0	0
Shmupland	Chu Chin-Ho	5	66	55	64	53	51	35	16	44	43	24	69	C	21	43.89	-1	1	1	0	0
University of Shmupland 3	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Chwa Minsu	1	84	71	29	9	28	47	98	67	47	59	102	C	19	54.10	-1	1	1	0	0
Shmupland	Ha Seung-Won	2	50	42	42	21	52	31	39	35	27	68	86	C	18	37.08	-1	1	1	0	0
Shmupland	Ok Seung-Won	3	36	40	36	22	31	38	42	34	40	83	79	D+	19	37.21	-1	1	1	0	0
Shmupland	Chwa Kwang-Seok	4	79	89	33	41	20	21	46	22	37	75	102	D+	19	36.50	-1	1	1	0	0
Shmupland	Sol Jae-Wook	5	17	10	33	14	62	39	55	18	44	41	75	D+	20	40.66	-1	1	1	0	0
Shmupland	Chu Sung-Soo	1	61	64	22	5	27	33	53	98	64	36	51	D+	18	48.46	-1	1	1	0	0
Shmupland	Om Chihu	2	113	126	75	45	45	30	36	78	78	114	83	C	21	58.87	-1	1	1	0	0
Shmupland	Kwak Jae-Wook	3	62	55	57	49	38	88	77	21	86	15	69	D+	20	61.62	-1	1	1	0	0
Shmupland	Kae Yeong-Jin	4	44	42	52	59	38	26	71	34	94	86	79	D+	21	56.51	-1	1	1	0	0
Shmupland	Ok Minsu	5	26	19	28	63	94	25	30	14	55	44	65	F+	19	46.75	-1	1	1	0	0
Shmupland	Kwak Chihu	1	52	47	9	22	51	52	78	86	42	42	85	C	18	52.71	-1	1	1	0	0
Shmupland	Om Sung-Soo	2	102	93	91	19	79	58	39	120	85	68	68	D+	20	73.22	-1	1	1	0	0
Shmupland	Sol Chin-Ho	3	35	45	28	22	15	66	39	95	60	74	83	C	18	48.33	-1	1	1	0	0
Shmupland	Ka Jung-Ho	4	60	61	83	43	42	41	43	28	45	15	81	C+	18	49.52	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	5	36	24	93	58	84	44	19	27	29	35	89	C	18	53.68	-1	1	1	0	0
University of Shmupland 4	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Ka Chihu	1	64	65	26	10	22	103	64	126	28	92	93	C	18	61.87	-1	1	1	0	0
Shmupland	Kwak Yeong-Jin	2	49	50	18	21	29	8	39	62	69	51	85	D+	19	40.94	-1	1	1	0	0
Shmupland	Kae Jae-Wook	3	22	25	96	28	21	40	78	30	37	54	53	C	21	47.19	-1	1	1	0	0
Shmupland	Om Yeong-Jin	4	49	48	53	41	61	49	50	28	61	19	57	D	21	49.79	-1	1	1	0	0
Shmupland	Ka Jae-Wook	5	22	18	43	29	87	53	22	36	50	74	60	F+	21	46.52	-1	1	1	0	0
Shmupland	Kwak Minsu	1	104	99	21	21	29	45	68	74	93	58	62	D+	21	56.58	-1	1	1	0	0
Shmupland	Sol Kwang-Jo	2	63	42	38	21	37	58	15	84	39	88	84	F+	21	46.45	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	3	61	72	57	67	40	73	74	30	75	27	82	C	19	61.35	-1	1	1	0	0
Shmupland	No Chin-Ho	4	60	47	74	53	59	79	56	39	41	74	82	D+	20	57.94	-1	1	1	0	0
Shmupland	Chu Sung-Soo	5	27	43	61	44	88	43	85	61	35	43	58	D	21	58.91	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	1	61	55	29	14	47	79	80	73	51	10	56	D	19	56.66	-1	1	1	0	0
Shmupland	Chu Sung-Soo	2	92	100	39	34	28	71	83	78	45	86	96	D+	20	60.74	-1	1	1	0	0
Shmupland	Chwa Kwang-Jo	3	48	58	64	32	43	94	67	45	61	48	102	C	19	60.68	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	4	80	73	99	83	38	73	49	30	28	77	70	D	20	59.14	-1	1	1	0	0
Shmupland	Chu Minsu	5	59	51	86	72	86	71	69	30	40	78	71	D	21	66.80	-1	1	1	0	0
University of Shmupland 5	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Kae Young-Chul	1	89	92	47	13	5	52	45	99	51	19	57	C	18	50.72	-1	1	1	0	0
Shmupland	Kae Yeong-Jin	2	28	31	10	20	37	25	28	17	11	7	63	D	20	22.04	-1	1	1	0	0
Shmupland	Kae Seung-Won	3	36	40	11	9	21	46	29	23	46	28	90	C	18	31.11	-1	1	1	0	0
Shmupland	No Minsu	4	87	77	78	47	53	23	30	34	57	58	102	D	21	51.08	-1	1	1	0	0
Shmupland	Sol Jung-Ho	5	19	17	12	46	41	31	18	10	42	13	74	F	20	31.34	-1	1	1	0	0
Shmupland	Kwak Song-Jin	1	8	7	13	15	8	14	10	19	7	23	80	F	18	15.65	-1	1	1	0	0
Shmupland	Chu Song-Jin	2	88	86	58	22	47	62	64	91	49	81	91	B	18	61.59	-1	1	1	0	0
Shmupland	Kwak Jung-Ho	3	59	65	98	32	22	59	86	56	50	28	50	D	21	57.23	-1	1	1	0	0
Shmupland	Chu Kwang-Jo	4	35	26	58	41	49	51	65	36	64	90	72	C+	19	52.86	-1	1	1	0	0
Shmupland	Chwa Yeong-Jin	5	19	18	29	45	61	47	50	22	52	43	87	D+	21	46.38	-1	1	1	0	0
Shmupland	Kae Jung-Ho	1	55	48	29	8	15	19	24	21	53	15	83	F	18	29.69	-1	1	1	0	0
Shmupland	Kam Yeong-Jin	2	53	52	39	14	5	21	12	28	39	15	52	D+	18	26.48	-1	1	1	0	0
Shmupland	Ok Young-Chul	3	44	46	38	22	53	41	65	18	47	28	58	D+	18	41.78	-1	1	1	0	0
Shmupland	Ok Sung-Soo	4	54	67	54	44	21	76	48	34	62	76	102	D+	21	51.82	-1	1	1	0	0
Shmupland	Kwak Yeong-Jin	5	10	11	11	11	42	42	18	10	20	77	95	C	18	26.91	-1	1	1	0	0
University of Oasis City	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Nio Finapeke	1	111	120	17	14	40	72	41	76	89	47	87	C	18	57.57	-1	1	1	0	0
Kaeshar	Eŋipxuk Kateni	2	33	35	15	23	11	31	16	56	69	25	63	C+	18	37.06	-1	1	1	0	0
Kaeshar	Taneba Kateni	3	25	31	54	18	28	53	43	26	30	46	81	F+	20	38.28	-1	1	1	0	0
Kaeshar	Tipeprik Piu	4	50	57	76	27	47	68	19	28	29	22	63	D+	19	43.19	-1	1	1	0	0
Kaeshar	Pezi Ainigdine	5	19	10	21	41	38	14	27	20	30	30	57	D+	20	28.61	-1	1	1	0	0
Kaeshar	Pezi Depazeoni	1	20	19	33	23	39	34	20	75	39	95	70	D	18	39.26	-1	1	1	0	0
Kaeshar	Teva Piu	2	67	47	22	10	31	17	45	92	41	10	70	C	20	42.62	-1	1	1	0	0
Kaeshar	Dezik Depazeoni	3	40	28	75	16	35	37	53	24	15	95	56	D	18	36.69	-1	1	1	0	0
Kaeshar	Eke Vuki	4	108	93	113	48	24	90	46	9	83	36	72	D+	20	63.82	-1	1	1	0	0
Kaeshar	Aseqa Finapeke	5	55	29	38	55	53	49	66	29	62	55	82	C+	21	51.96	-1	1	1	0	0
Kaeshar	Qutka Vuki	1	38	39	12	7	13	46	5	65	30	84	59	F+	18	30.01	-1	1	1	0	0
Kaeshar	Pau Nibrit	2	122	104	83	33	52	35	77	101	82	60	75	D+	19	70.71	-1	1	1	0	0
Kaeshar	Zeabik Nipta	3	81	87	68	41	34	54	26	66	47	20	63	C	19	48.51	-1	1	1	0	0
Kaeshar	Pezi Piu	4	43	36	48	57	47	32	37	13	61	64	50	D+	18	44.66	-1	1	1	0	0
Kaeshar	Tibiziŋag Neksap	5	10	7	44	47	64	29	56	18	35	21	49	D+	18	43.02	-1	1	1	0	0
University of Sapphire Bay	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Dezik Nide	1	61	65	15	16	24	30	33	45	25	38	96	D	20	32.10	-1	1	1	0	0
Kaeshar	Iveo Tituqu	2	63	76	24	21	13	34	65	30	46	84	54	D+	19	37.96	-1	1	1	0	0
Kaeshar	Otop Nole	3	31	27	25	20	44	29	45	35	63	22	94	D+	19	41.07	-1	1	1	0	0
Kaeshar	Teva Kivi	4	15	16	55	59	26	17	30	41	68	9	78	D+	20	45.46	-1	1	1	0	0
Kaeshar	Tibiziŋag Zonaqa	5	26	32	27	31	25	20	15	20	19	28	93	D	21	25.99	-1	1	1	0	0
Kaeshar	Vioŋeki Oipa	1	49	43	24	18	19	49	54	56	37	93	89	D+	20	42.35	-1	1	1	0	0
Kaeshar	Tibiziŋag Qeki	2	96	84	72	23	43	56	91	98	36	84	94	C	20	65.52	-1	1	1	0	0
Kaeshar	Eke Mopke	3	47	50	71	58	27	55	42	10	20	38	82	D	20	41.79	-1	1	1	0	0
Kaeshar	Kipana Nide	4	39	53	65	69	34	44	15	43	47	81	105	C	21	49.60	-1	1	1	0	0
Kaeshar	Pezi Ainigdine	5	29	16	40	12	78	35	46	23	57	70	52	D	19	42.78	-1	1	1	0	0
Kaeshar	Dezik Oipa	1	74	65	34	18	38	41	50	42	51	54	47	C	18	41.23	-1	1	1	0	0
Kaeshar	Taneba Kivi	2	30	26	8	13	6	39	24	50	23	60	82	D+	18	29.49	-1	1	1	0	0
Kaeshar	Nio Poi	3	53	79	39	63	50	104	75	16	53	46	53	D+	21	56.91	-1	1	1	0	0
Kaeshar	Ivi Oipa	4	48	53	78	47	20	56	34	44	101	22	51	B	18	56.18	-1	1	1	0	0
Kaeshar	Ivi Vevapi	5	67	52	75	40	55	33	47	10	44	18	77	C	20	46.78	-1	1	1	0	0
University of Chromasheep Farm	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Makiaipisi Zonaqa	1	102	87	49	42	17	22	71	87	47	98	76	C+	21	52.01	-1	1	1	0	0
Kaeshar	Klegna Ainigdine	2	62	61	29	43	64	18	40	67	77	89	87	C+	19	50.35	-1	1	1	0	0
Kaeshar	Dezik Vuki	3	79	71	14	8	37	35	30	39	42	56	91	D	21	33.53	-1	1	1	0	0
Kaeshar	Aseqa Oipa	4	43	37	64	43	45	40	71	27	114	83	74	D+	19	60.88	-1	1	1	0	0
Kaeshar	Taneba Fana	5	19	16	5	5	29	7	8	27	23	10	71	D	19	16.89	-1	1	1	0	0
Kaeshar	Teva Ainigdine	1	77	68	32	10	32	83	59	91	86	35	84	D	19	63.86	-1	1	1	0	0
Kaeshar	Teva Bitsekzeba	2	118	115	24	23	33	51	76	108	33	61	75	D+	21	56.29	-1	1	1	0	0
Kaeshar	Taneba Vokigei	3	96	107	95	35	29	85	66	97	109	26	52	B	19	74.50	-1	1	1	0	0
Kaeshar	Eŋipxuk Nipta	4	89	86	128	83	68	63	39	31	102	43	97	C	20	79.02	-1	1	1	0	0
Kaeshar	Klegna Ainigdine	5	28	20	44	48	57	33	29	34	52	61	51	D+	19	41.97	-1	1	1	0	0
Kaeshar	Eŋipxuk Vokigei	1	57	64	27	9	14	67	81	97	55	27	47	D+	18	56.13	-1	1	1	0	0
Kaeshar	Makiaipisi Nitip	2	48	57	54	40	39	68	29	45	65	50	60	C	18	50.23	-1	1	1	0	0
Kaeshar	Makiaipisi Nipta	3	113	153	59	42	62	109	71	99	85	32	86	C+	20	76.52	-1	1	1	0	0
Kaeshar	Imuk Depazeoni	4	56	60	91	23	36	55	33	23	89	65	81	C+	18	54.32	-1	1	1	0	0
Kaeshar	Imuk Poi	5	42	42	73	108	126	36	72	21	79	23	77	C	21	75.75	-1	1	1	0	0
University of Kaeshar 4	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Eiqe Poi	1	54	46	11	5	19	24	44	64	22	74	66	D+	18	31.83	-1	1	1	0	0
Kaeshar	Dipaia Nibrit	2	29	29	13	12	33	23	46	26	15	56	87	F+	20	27.61	-1	1	1	0	0
Kaeshar	Oiŋi Tituqu	3	16	10	15	15	8	5	24	9	9	71	89	D	20	16.20	-1	1	1	0	0
Kaeshar	Iveo Nitip	4	55	50	74	37	36	52	54	27	44	78	91	C+	19	49.26	-1	1	1	0	0
Kaeshar	Klegna Abu	5	10	7	13	20	50	34	23	15	13	14	90	F	19	28.54	-1	1	1	0	0
Kaeshar	Einep Aivik	1	26	30	15	26	24	24	40	45	43	64	54	D	18	33.36	-1	1	1	0	0
Kaeshar	Eke Neksap	2	76	76	34	33	28	61	20	61	35	53	57	D+	19	41.56	-1	1	1	0	0
Kaeshar	Vioŋeki Nide	3	10	9	18	22	26	18	8	10	16	69	60	D	21	18.63	-1	1	1	0	0
Kaeshar	Nipka Aivik	4	89	70	51	63	25	69	78	32	66	87	80	C+	18	57.06	-1	1	1	0	0
Kaeshar	Einep Abu	5	21	15	40	30	67	37	44	27	31	83	67	D+	19	41.45	-1	1	1	0	0
Kaeshar	Teva Kateni	1	51	54	11	5	10	37	6	64	20	48	87	D	18	28.15	-1	1	1	0	0
Kaeshar	Vioŋeki Zonaqa	2	52	62	52	27	20	66	50	55	22	20	101	D+	21	47.19	-1	1	1	0	0
Kaeshar	Nipka Kivi	3	64	73	24	19	57	28	32	24	26	38	60	C	18	31.32	-1	1	1	0	0
Kaeshar	Taneba Fiqup	4	48	57	64	55	29	49	73	30	72	57	90	C	21	56.38	-1	1	1	0	0
Kaeshar	Aseqa Depazeoni	5	16	8	29	40	41	27	38	5	15	44	57	F+	18	30.80	-1	1	1	0	0
University of Kaeshar 5	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Eŋipxuk Tituqu	1	36	52	31	9	14	47	27	67	37	93	107	D+	20	40.34	-1	1	1	0	0
Kaeshar	Kudqoatlop Nipta	2	50	62	52	25	49	31	61	66	20	51	88	C	20	46.01	-1	1	1	0	0
Kaeshar	Imuk Fiqup	3	10	8	6	18	14	24	13	11	11	76	78	D	19	16.94	-1	1	1	0	0
Kaeshar	Eiqe Oipa	4	28	27	65	39	7	8	49	14	34	18	53	C+	18	33.76	-1	1	1	0	0
Kaeshar	Oiŋi Bitsekzeba	5	7	13	15	18	29	10	12	7	27	77	86	D+	20	20.83	-1	1	1	0	0
Kaeshar	Zeabik Vokigei	1	80	80	15	9	13	87	29	84	16	22	75	C	19	42.60	-1	1	1	0	0
Kaeshar	Vioŋeki Mopke	2	65	56	22	51	47	24	61	71	54	88	64	C+	19	48.44	-1	1	1	0	0
Kaeshar	Dezik Nide	3	76	71	25	24	16	22	54	48	16	68	64	F+	20	30.74	-1	1	1	0	0
Kaeshar	Biplatza Ainigdine	4	51	46	51	45	20	30	31	11	29	60	82	D+	20	35.42	-1	1	1	0	0
Kaeshar	Qutka Fiqup	5	21	19	25	36	30	18	18	8	13	54	100	D	21	26.15	-1	1	1	0	0
Kaeshar	Teva Fiqup	1	55	55	13	23	22	55	57	86	46	41	103	C+	21	50.26	-1	1	1	0	0
Kaeshar	Imuk Oipa	2	22	18	25	15	39	6	20	34	32	73	60	D	18	25.73	-1	1	1	0	0
Kaeshar	Pezi Ifet	3	40	34	70	19	39	56	50	32	59	15	108	C+	21	50.53	-1	1	1	0	0
Kaeshar	Eŋipxuk Depazeoni	4	67	66	113	33	40	26	49	34	43	21	88	D+	21	51.94	-1	1	1	0	0
Kaeshar	Eiqe Nole	5	17	16	40	46	55	31	44	26	42	79	75	C+	20	42.26	-1	1	1	0	0
University of Lizabechai	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bielosia	Xaisomboun Bouvanaat	1	83	90	8	9	43	39	18	100	28	21	51	D+	18	38.09	-1	1	1	0	0
