University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Koa Savang,101,2678,332,1232,1113,496,44.5642407906559,414,122,15,10,80,30,380,94,286,65,1057,521,49.2904446546831, -2.64356435643564
Meka Phomsouvanh,102,2840,507,1770,1473,766,52.0027155465037,476,123,0,0,92,23,329,76,253,38,1230,694,56.4227642276423, -2.84313725490196
Xaisomboun Phommasane,50,876,152,140,113,69,61.0619469026549,0,0,2,2,16,13,113,20,93,23,243,110,45.2674897119342, -1.58
University of Eastern Alveske players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Konala Ketthavong,99,2246,367,794,837,397,47.4313022700119,0,0,4,0,51,18,893,224,669,96,551,266,48.2758620689655, -1.90909090909091
Makan Sayasone,73,1666,117,622,589,310,52.6315789473684,0,0,2,2,49,13,262,76,186,66,619,329,53.1502423263328, -0.63013698630137
Xaisomboun Thammavong,64,2482,377,1046,955,515,53.9267015706806,0,0,28,16,66,42,244,65,179,131,849,359,42.2850412249706, -3.390625
Keoki Saengsavang,131,2450,325,1849,1501,763,50.8327781479014,506,179,15,11,88,30,265,65,200,78,931,495,53.1686358754028, -0.16793893129771
Analu Cheruene,71,1940,609,317,310,157,50.6451612903226,0,0,8,3,52,27,228,59,169,21,660,357,54.0909090909091, -0.549295774647887
Konala Ketthavong,99,2246,367,794,837,397,47.4313022700119,0,0,4,0,51,18,893,224,669,96,551,266,48.2758620689655, -1.90909090909091
Makan Sayasone,73,1666,117,622,589,310,52.6315789473684,0,0,2,2,49,13,262,76,186,66,619,329,53.1502423263328, -0.63013698630137
Sathanalat Vongsay,64,756,57,336,291,138,47.4226804123711,105,31,0,0,22,5,91,24,67,27,304,144,47.3684210526316, 0.265625
Mya Phanivong,128,2711,219,1824,1515,749,49.4389438943894,496,131,1,0,99,34,318,94,224,95,1014,501,49.4082840236686, -1.6328125
Analu Cheruene,71,1940,609,317,310,157,50.6451612903226,0,0,8,3,52,27,228,59,169,21,660,357,54.0909090909091, -0.549295774647887
Analu Phommasane,59,898,71,306,267,153,57.3033707865169,0,0,0,0,17,6,196,54,142,40,310,149,48.0645161290323, 0.644067796610169
Malo Khotpanya,102,1786,125,681,682,339,49.7067448680352,0,0,6,3,83,25,307,65,242,72,692,400,57.8034682080925, -3.05882352941176
Sathanalat Vongsay,64,756,57,336,291,138,47.4226804123711,105,31,0,0,22,5,91,24,67,27,304,144,47.3684210526316, 0.265625
Mya Phanivong,128,2711,219,1824,1515,749,49.4389438943894,496,131,1,0,99,34,318,94,224,95,1014,501,49.4082840236686, -1.6328125
Keowynn Thepsenavong,71,1419,243,350,294,133,45.2380952380952,140,42,16,6,35,14,171,48,123,32,436,207,47.4770642201835, 0.112676056338028
University of Quiita-Kyudosia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kye Savang,64,1956,145,806,677,403,59.5273264401773,0,0,0,0,46,27,696,177,519,105,797,416,52.1957340025094, 2.890625
Bane Menorath,97,1873,186,1065,1019,523,51.3248282630029,0,0,34,19,55,67,363,90,273,156,583,229,39.2795883361921, 2.37113402061856
Malo Phothisarath,66,1692,207,582,522,245,46.9348659003831,148,32,7,4,43,36,203,55,148,106,577,238,41.2478336221837, 2.46969696969697
Phonesavanh Sonexarth,128,2272,180,1239,986,523,53.0425963488844,273,69,2,2,53,22,252,61,191,98,971,508,52.3171987641607, 1.2734375
Maik Thepsenavong,46,824,477,430,396,181,45.7070707070707,113,22,0,0,16,8,141,32,109,32,298,123,41.2751677852349, 2.47826086956522
Bane Phomsouvanh,64,1047,83,429,383,214,55.8746736292428,0,0,2,1,20,8,256,68,188,33,402,224,55.7213930348259, 0.34375
Kalei Saysamongdy,32,713,80,312,249,156,62.6506024096386,0,0,0,0,22,6,133,28,105,31,318,189,59.4339622641509, 1.15625
Analu Saysamongdy,64,1037,80,315,329,157,47.7203647416413,0,0,6,1,20,27,117,27,90,64,307,136,44.299674267101, 0.5625
Phonesavanh Sonexarth,128,2272,180,1239,986,523,53.0425963488844,273,69,2,2,53,22,252,61,191,98,971,508,52.3171987641607, 1.2734375
Keowynn Douangvily,88,1926,635,766,685,313,45.6934306569343,230,56,27,18,62,28,295,83,212,83,543,217,39.963167587477, 2.84090909090909
Bane Phomsouvanh,64,1047,83,429,383,214,55.8746736292428,0,0,2,1,20,8,256,68,188,33,402,224,55.7213930348259, 0.34375
Teyvada Siphandon,6,50,2,19,19,9,47.3684210526316,0,0,4,1,2,1,7,1,6,3,27,17,62.962962962963, -0.666666666666667
Analu Saysamongdy,64,1037,80,315,329,157,47.7203647416413,0,0,6,1,20,27,117,27,90,64,307,136,44.299674267101, 0.5625
Kalei Phomsouvanh,64,1420,149,610,508,304,59.8425196850394,0,0,2,2,26,14,152,53,99,27,673,392,58.2466567607727, 1.828125
Paxathipatai Saenthavisouk,62,1233,245,498,392,203,51.7857142857143,122,42,3,2,29,11,138,36,102,18,403,184,45.6575682382134, 0.709677419354839
University of Svitharia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Juri Boyle,64,1490,104,393,455,190,41.7582417582418,0,0,22,13,51,13,486,107,379,61,566,327,57.773851590106, -4.359375
Daniel Wilcox,32,668,162,702,630,345,54.7619047619048,0,0,20,12,35,3,270,71,199,19,274,163,59.4890510948905, -4.53125
Daniel Keaton,72,2039,217,1463,1292,728,56.3467492260062,0,0,12,7,69,17,347,82,265,78,831,420,50.5415162454874, -3.48611111111111
Johan Lolant,75,1348,98,552,532,274,51.5037593984962,0,0,4,4,48,13,171,44,127,71,584,279,47.7739726027397, -3.02666666666667
Yoade Lolant,66,1705,758,551,481,223,46.3617463617464,176,51,6,2,38,14,234,67,167,40,522,240,45.9770114942529, -1.92424242424242
Yoade Tooli,32,878,57,214,231,104,45.021645021645,0,0,22,6,34,9,208,40,168,48,309,163,52.7508090614887, -3.78125
Stephen Keaton,108,2310,294,974,887,483,54.4532130777903,0,0,18,8,53,22,462,109,353,77,994,474,47.6861167002012, -1.92592592592593
Daniel Keaton,72,2039,217,1463,1292,728,56.3467492260062,0,0,12,7,69,17,347,82,265,78,831,420,50.5415162454874, -3.48611111111111
Johan Lolant,75,1348,98,552,532,274,51.5037593984962,0,0,4,4,48,13,171,44,127,71,584,279,47.7739726027397, -3.02666666666667
Doran Lolant,96,2743,442,908,921,397,43.1053203040174,151,38,69,41,78,30,363,83,280,99,918,417,45.4248366013072, -3.69791666666667
Steve Starks,34,724,44,156,157,74,47.1337579617834,0,0,14,8,20,8,180,49,131,26,308,182,59.0909090909091, -1.41176470588235
Shadd Drake,149,4239,919,1341,1442,631,43.7586685159501,0,0,156,79,168,50,850,191,659,293,1773,835,47.0953186689227, -5.08724832214765
Yoade Jordanov,128,3861,361,1201,1497,525,35.0701402805611,0,0,242,151,186,142,493,102,391,182,1376,602,43.75, -5.6328125
Brian McBob,135,3492,835,2088,1797,1044,58.0968280467446,0,0,0,0,84,45,397,120,277,88,1869,997,53.3440342429106, -1.75555555555556
Doran Lolant,96,2743,442,908,921,397,43.1053203040174,151,38,69,41,78,30,363,83,280,99,918,417,45.4248366013072, -3.69791666666667
University of Soniara players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Max Keaton,64,1733,193,719,651,352,54.0706605222734,0,0,24,15,35,10,724,190,534,131,642,335,52.1806853582555, -0.71875
Doran McSteve,77,1912,154,825,776,404,52.0618556701031,0,0,30,17,49,25,426,111,315,128,652,272,41.7177914110429, -0.87012987012987
Brian Perch,52,950,149,583,462,246,53.2467532467532,140,38,4,4,29,12,159,40,119,59,339,148,43.6578171091445, 1.73076923076923
Asher Atlier,73,552,96,271,235,114,48.5106382978723,66,20,4,4,19,7,63,18,45,18,245,126,51.4285714285714, 1.32876712328767
Alex Perch,32,818,355,160,192,75,39.0625,0,0,26,10,13,7,107,30,77,17,332,178,53.6144578313253, 1.1875
Max Keaton,64,1733,193,719,651,352,54.0706605222734,0,0,24,15,35,10,724,190,534,131,642,335,52.1806853582555, -0.71875
Doran McSteve,77,1912,154,825,776,404,52.0618556701031,0,0,30,17,49,25,426,111,315,128,652,272,41.7177914110429, -0.87012987012987
Steve Byrne,32,649,129,174,210,75,35.7142857142857,0,0,52,24,10,8,85,17,68,34,219,101,46.1187214611872, -0.46875
Asher Atlier,73,552,96,271,235,114,48.5106382978723,66,20,4,4,19,7,63,18,45,18,245,126,51.4285714285714, 1.32876712328767
Thomas Boyle,104,3232,1111,768,870,375,43.1034482758621,0,0,46,18,86,31,446,102,344,56,1418,694,48.9421720733427, -3.22115384615385
Max Jordanov,64,1287,84,324,365,156,42.7397260273973,0,0,32,12,31,107,354,82,272,120,318,112,35.2201257861635, 0.25
Dimitri Wilcox,119,1809,351,729,711,362,50.9142053445851,0,0,16,5,42,21,343,82,261,101,674,303,44.9554896142433, 0.0672268907563025
Dimitri Turner,9,34,2,14,10,7,70,0,0,0,0,0,0,4,1,3,3,18,12,66.6666666666667, 0.777777777777778
Yoade Hoover,96,3535,314,1851,1829,918,50.191361399672,0,0,26,15,109,44,431,107,324,109,1723,933,54.1497388276262, -1.91666666666667
Quinten Lolant,65,1701,435,710,636,276,43.3962264150943,244,77,27,14,55,19,214,47,167,22,712,379,53.2303370786517, -0.369230769230769
University of Kholka players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Pat Ebron,72,1337,63,303,267,150,56.1797752808989,0,0,4,3,18,10,366,82,284,41,281,139,49.4661921708185, 0.916666666666667
Bob Traenfeglia,145,2282,168,897,907,423,46.6372657111356,0,0,70,51,65,32,599,141,458,124,889,440,49.4938132733408, 0.979310344827586
Jesse Svensson,80,2076,891,1552,1288,640,49.6894409937888,368,98,16,16,70,16,335,86,249,89,754,357,47.3474801061008, 2.3375
Pat Grabochov,64,1477,128,682,566,341,60.2473498233215,0,0,0,0,32,16,173,38,135,26,694,405,58.35734870317, 0.8125
Johan Keaton,100,2300,392,1084,898,437,48.6636971046771,309,99,17,14,57,41,282,69,213,116,688,300,43.6046511627907, 2.6
Dimitri Boyle,64,1482,176,569,507,280,55.2268244575937,0,0,20,9,32,16,294,78,216,78,508,251,49.4094488188976, 2.5
Bob Lolant,32,761,118,181,152,86,56.578947368421,3,1,7,4,12,13,147,34,113,25,332,176,53.0120481927711, 0.8125
Jesse Fine,98,1931,510,883,786,373,47.4554707379135,238,49,2,1,53,61,269,59,210,117,630,235,37.3015873015873, 2.72448979591837
Pat Grabochov,64,1477,128,682,566,341,60.2473498233215,0,0,0,0,32,16,173,38,135,26,694,405,58.35734870317, 0.8125
Johan Keaton,100,2300,392,1084,898,437,48.6636971046771,309,99,17,14,57,41,282,69,213,116,688,300,43.6046511627907, 2.6
Dimitri Boyle,64,1482,176,569,507,280,55.2268244575937,0,0,20,9,32,16,294,78,216,78,508,251,49.4094488188976, 2.5
Juri McSteve,33,562,63,178,159,89,55.9748427672956,0,0,0,0,12,5,108,31,77,18,228,115,50.4385964912281, 2.3030303030303
Xavier Hoover,3,23,1,10,7,5,71.4285714285714,0,0,0,0,2,0,2,1,1,0,10,4,40, 2
Jesse Starks,32,742,59,244,207,99,47.8260869565217,90,29,0,0,22,3,73,19,54,13,355,205,57.7464788732394, 2.71875
Matthew Wells,146,3111,595,1342,1219,559,45.8572600492207,449,117,6,2,71,34,376,98,278,62,1378,724,52.5399129172714, 0.513698630136986
University of Aavana players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Travis Traenfeglia,153,1719,191,1291,1210,613,50.6611570247934,0,0,102,65,77,14,792,208,584,57,441,211,47.8458049886621, 0.143790849673203
Brian Ebron,32,591,32,277,235,138,58.7234042553191,0,0,2,1,13,10,113,26,87,32,205,101,49.2682926829268, -0.34375
Nathaniel Byrne,64,1672,289,580,558,278,49.8207885304659,0,0,32,24,41,14,216,59,157,49,698,361,51.7191977077364, -0.78125
Juri Atlier,32,796,60,399,310,170,54.8387096774194,78,22,1,1,22,10,106,23,83,30,333,169,50.7507507507508, 0.375
Juri Turner,99,1877,785,760,610,303,49.672131147541,219,81,9,7,36,14,232,46,186,72,597,273,45.7286432160804, -1.22222222222222
Travis Traenfeglia,153,1719,191,1291,1210,613,50.6611570247934,0,0,102,65,77,14,792,208,584,57,441,211,47.8458049886621, 0.143790849673203
Johan Lolant,51,390,20,112,120,56,46.6666666666667,0,0,0,0,9,5,80,17,63,5,183,94,51.3661202185792, -0.509803921568627
Nathaniel Byrne,64,1672,289,580,558,278,49.8207885304659,0,0,32,24,41,14,216,59,157,49,698,361,51.7191977077364, -0.78125
Xavier Fine,101,2147,161,1069,892,442,49.5515695067265,317,108,6,2,85,28,279,76,203,58,943,509,53.9766702014846, -0.0594059405940594
Juri Turner,99,1877,785,760,610,303,49.672131147541,219,81,9,7,36,14,232,46,186,72,597,273,45.7286432160804, -1.22222222222222
Zac McSteve,95,1661,144,395,378,194,51.3227513227513,0,0,18,7,56,16,367,76,291,43,622,367,59.0032154340836, -1.58947368421053
Juri Wilcox,137,4838,218,1448,1642,678,41.2911084043849,0,0,190,92,222,56,940,190,750,185,1976,1043,52.7834008097166, -2.44525547445255
Stephen Vuchko,153,1476,245,378,430,173,40.2325581395349,27,7,32,19,38,10,180,45,135,55,568,292,51.4084507042254, -1.83006535947712
Yoade Vuchko,54,597,56,219,202,103,50.990099009901,30,10,2,0,13,13,59,12,47,15,281,161,57.2953736654804, -1.07407407407407
Xavier Traenfeglia,64,1407,340,645,509,258,50.6876227897839,195,74,8,2,25,21,162,37,125,42,390,195,50, -1.0625
University of Floria players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Jesse Lolant,64,1334,127,473,498,235,47.1887550200803,0,0,8,3,34,11,445,116,329,48,569,318,55.8875219683655, 0.359375
Max Keaton,96,3725,381,1347,1356,629,46.3864306784661,160,44,11,7,136,31,884,213,671,120,1405,730,51.9572953736655, -2.97916666666667
Matthew Lolant,67,1276,185,513,427,207,48.4777517564403,117,29,18,12,25,8,143,37,106,50,580,324,55.8620689655172, -0.507462686567164
Shadd Tooli,64,1626,124,1872,1445,936,64.7750865051903,0,0,2,0,97,32,285,72,213,84,594,248,41.7508417508418, -1.15625
Stephen Perch,64,1248,671,484,385,198,51.4285714285714,133,41,3,2,24,9,145,34,111,15,401,192,47.8802992518703, 0.46875
Xavier Traenfeglia,27,468,54,52,58,25,43.1034482758621,0,0,8,2,6,2,97,28,69,30,198,106,53.5353535353535, 0.703703703703704
Max Keaton,96,3725,381,1347,1356,629,46.3864306784661,160,44,11,7,136,31,884,213,671,120,1405,730,51.9572953736655, -2.97916666666667
Matthew Lolant,67,1276,185,513,427,207,48.4777517564403,117,29,18,12,25,8,143,37,106,50,580,324,55.8620689655172, -0.507462686567164
Shadd Tooli,64,1626,124,1872,1445,936,64.7750865051903,0,0,2,0,97,32,285,72,213,84,594,248,41.7508417508418, -1.15625
Stephen Perch,64,1248,671,484,385,198,51.4285714285714,133,41,3,2,24,9,145,34,111,15,401,192,47.8802992518703, 0.46875
Daniel Jordanov,64,1258,131,412,417,199,47.7218225419664,0,0,28,14,30,16,262,51,211,48,528,299,56.6287878787879, -3.21875
Jesse Drake,81,853,173,363,360,181,50.2777777777778,0,0,2,1,18,13,171,36,135,57,347,173,49.8559077809798, -0.308641975308642
Zac Fine,96,3081,340,864,824,369,44.7815533980583,224,56,24,12,101,35,359,89,270,99,1164,560,48.1099656357388, -1.35416666666667
Steve Keaton,69,1224,83,506,416,252,60.5769230769231,0,0,4,2,33,18,127,32,95,29,544,298,54.7794117647059, -0.115942028985507
Xavier Tooli,155,3289,583,1317,1305,634,48.5823754789272,0,0,78,49,88,25,417,104,313,60,1199,608,50.7089241034195, -1.59354838709677
University of Eirnvse players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Nathaniel Fine,92,2286,158,736,629,368,58.5055643879173,0,0,0,0,39,17,903,224,679,88,574,267,46.5156794425087, 0.467391304347826
Daniel Jordanov,110,3220,272,1010,1133,479,42.2771403353928,0,0,108,52,102,36,637,144,493,272,1011,414,40.9495548961424, -0.327272727272727
Matthew McBob,100,2840,434,1326,1089,535,49.1276400367309,438,134,1,0,75,30,329,82,247,80,1409,807,57.2746628814762, 1.17
Asher Byrne,116,2829,707,2273,1900,956,50.3157894736842,648,184,8,8,88,27,443,103,340,59,1217,640,52.5883319638455, 0.844827586206897
Daniel Fine,37,887,408,452,369,188,50.9485094850949,111,28,3,1,16,11,160,35,125,44,239,104,43.5146443514644, 1.97297297297297
Matthew Tooli,96,1698,193,547,483,273,56.5217391304348,0,0,2,1,32,11,397,104,293,78,487,219,44.9691991786448, 0.552083333333333
Thomas Wilcox,58,915,116,218,192,109,56.7708333333333,0,0,0,0,24,8,178,47,131,35,346,191,55.2023121387283, 0.0517241379310345
Matthew McBob,100,2840,434,1326,1089,535,49.1276400367309,438,134,1,0,75,30,329,82,247,80,1409,807,57.2746628814762, 1.17
Asher Tooli,87,1752,100,836,761,414,54.4021024967148,0,0,10,8,77,15,180,43,137,45,740,407,55, -1.42528735632184
Travis Traenfeglia,54,960,374,317,287,133,46.3414634146341,97,26,8,5,14,11,108,21,87,20,287,139,48.4320557491289, 1.33333333333333
Matthew Tooli,96,1698,193,547,483,273,56.5217391304348,0,0,2,1,32,11,397,104,293,78,487,219,44.9691991786448, 0.552083333333333
Thomas Wilcox,58,915,116,218,192,109,56.7708333333333,0,0,0,0,24,8,178,47,131,35,346,191,55.2023121387283, 0.0517241379310345
Dimitri Boyle,42,1092,162,327,345,161,46.6666666666667,0,0,14,5,23,9,111,25,86,29,448,234,52.2321428571429, 1.0952380952381
Asher Tooli,87,1752,100,836,761,414,54.4021024967148,0,0,10,8,77,15,180,43,137,45,740,407,55, -1.42528735632184
Johan Boyle,58,1330,209,434,400,180,45,132,33,4,2,18,13,184,46,138,28,345,146,42.3188405797101, -1.06896551724138
University of Venasul players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Asher Jordanov,160,6628,335,944,1047,439,41.9293218720153,0,0,106,66,86,16,2006,464,1542,125,877,432,49.2588369441277, -0.21875
Doran Tooli,32,626,290,613,513,306,59.6491228070175,0,0,2,1,28,10,175,45,130,34,183,87,47.5409836065574, -0.125
Bob Lolant,152,2845,235,1778,1519,717,47.2021066491113,494,134,36,24,88,37,344,82,262,93,1160,581,50.0862068965517, 0.532894736842105
Brian Grabochov,120,2652,144,1020,857,397,46.3243873978996,356,114,10,5,103,23,289,78,211,59,1115,623,55.8744394618834, -0.808333333333333
Doran Wells,73,1749,501,320,338,157,46.4497041420118,0,0,10,6,41,17,218,40,178,49,471,224,47.5583864118896, -3.04109589041096
Asher Jordanov,160,6628,335,944,1047,439,41.9293218720153,0,0,106,66,86,16,2006,464,1542,125,877,432,49.2588369441277, -0.21875
Zac Jordanov,99,2278,192,741,704,370,52.5568181818182,0,0,4,1,73,17,401,86,315,72,905,465,51.3812154696133, -2.05050505050505
Shadd Lolant,94,1690,246,660,626,327,52.2364217252396,0,0,10,6,35,11,189,38,151,26,657,348,52.9680365296804, -2.02127659574468
Jesse Drake,53,976,55,346,302,170,56.2913907284768,0,0,16,6,25,12,88,25,63,25,455,254,55.8241758241758, -1.26415094339623
Doran Wells,73,1749,501,320,338,157,46.4497041420118,0,0,10,6,41,17,218,40,178,49,471,224,47.5583864118896, -3.04109589041096
Dimitri Svensson,96,1314,26,171,163,81,49.6932515337423,0,0,16,9,12,1,339,72,267,18,117,46,39.3162393162393, -0.479166666666667
Zac Jordanov,99,2278,192,741,704,370,52.5568181818182,0,0,4,1,73,17,401,86,315,72,905,465,51.3812154696133, -2.05050505050505
Shadd Lolant,94,1690,246,660,626,327,52.2364217252396,0,0,10,6,35,11,189,38,151,26,657,348,52.9680365296804, -2.02127659574468
Thomas Wilcox,79,1087,159,234,236,117,49.5762711864407,0,0,0,0,28,9,106,28,78,25,474,274,57.8059071729958, -2.06329113924051
Matthew Traenfeglia,32,749,67,178,163,70,42.9447852760736,79,22,3,1,20,2,85,18,67,7,230,122,53.0434782608696, -4.125
University of Ncov Ntiajeb players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Brian Perch,64,1205,84,913,882,435,49.3197278911565,0,0,58,43,64,11,570,128,442,53,425,232,54.5882352941177, 0.6875
Yoade Turner,64,1776,282,833,790,410,51.8987341772152,0,0,26,13,52,16,477,112,365,93,509,240,47.1512770137525, 0.4375
Pat Fine,68,1345,130,590,545,249,45.6880733944954,154,34,15,13,32,5,170,36,134,44,472,238,50.4237288135593, 0.911764705882353
Asher Fine,64,1390,175,497,468,201,42.9487179487179,148,38,12,8,29,10,158,43,115,24,558,334,59.8566308243728, -0.71875
Brian Starks,64,1239,622,382,332,147,44.2771084337349,142,38,21,8,23,8,171,40,131,37,366,171,46.7213114754098, 0.6875
Brian Perch,64,1205,84,913,882,435,49.3197278911565,0,0,58,43,64,11,570,128,442,53,425,232,54.5882352941177, 0.6875
Brian McBob,23,318,40,148,124,65,52.4193548387097,47,14,0,0,5,2,51,18,33,9,116,54,46.551724137931, 0.869565217391304
Pat Fine,68,1345,130,590,545,249,45.6880733944954,154,34,15,13,32,5,170,36,134,44,472,238,50.4237288135593, 0.911764705882353
Asher Fine,64,1390,175,497,468,201,42.9487179487179,148,38,12,8,29,10,158,43,115,24,558,334,59.8566308243728, -0.71875
Brian Starks,64,1239,622,382,332,147,44.2771084337349,142,38,21,8,23,8,171,40,131,37,366,171,46.7213114754098, 0.6875
Pat McSteve,160,6418,116,674,681,331,48.6049926578561,0,0,18,12,42,15,1377,322,1055,84,658,350,53.1914893617021, -3.775
Juri Turner,69,1133,72,265,294,122,41.4965986394558,0,0,36,21,27,18,228,48,180,44,450,257,57.1111111111111, -1.34782608695652
Max Turner,74,1598,154,616,523,308,58.8910133843212,0,0,0,0,40,10,190,44,146,93,636,303,47.6415094339623, -0.77027027027027
Pat McBob,61,1342,179,524,444,212,47.7477477477478,155,42,8,5,27,15,168,36,132,37,603,339,56.2189054726368, 0.295081967213115
Steve Turner,85,1090,231,432,341,168,49.266862170088,123,35,17,16,22,10,141,30,111,27,363,184,50.6887052341598, -0.470588235294118
University of Zhiwasen players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Max Svensson,64,835,81,336,319,163,51.0971786833856,0,0,22,10,23,11,209,55,154,50,257,114,44.3579766536965, -0.1875
Thomas Boyle,64,1508,90,542,457,217,47.4835886214442,170,60,10,4,47,20,311,74,237,80,532,253,47.5563909774436, -1.265625
Max McSteve,71,1724,162,380,468,182,38.8888888888889,0,0,42,16,32,11,215,44,171,69,573,287,50.087260034904, -1.49295774647887
Brian Fine,69,1671,276,1261,1186,627,52.8667790893761,0,0,22,7,60,15,172,43,129,37,725,383,52.8275862068965, -1.72463768115942
Daniel Hoover,66,1738,686,382,451,185,41.019955654102,19,3,22,8,42,12,254,68,186,48,525,243,46.2857142857143, -3
Max Svensson,64,835,81,336,319,163,51.0971786833856,0,0,22,10,23,11,209,55,154,50,257,114,44.3579766536965, -0.1875
Thomas Boyle,64,1508,90,542,457,217,47.4835886214442,170,60,10,4,47,20,311,74,237,80,532,253,47.5563909774436, -1.265625
Max McSteve,71,1724,162,380,468,182,38.8888888888889,0,0,42,16,32,11,215,44,171,69,573,287,50.087260034904, -1.49295774647887
Brian Fine,69,1671,276,1261,1186,627,52.8667790893761,0,0,22,7,60,15,172,43,129,37,725,383,52.8275862068965, -1.72463768115942
Daniel Hoover,66,1738,686,382,451,185,41.019955654102,19,3,22,8,42,12,254,68,186,48,525,243,46.2857142857143, -3
Stephen Byrne,160,5941,455,1149,1072,565,52.705223880597,0,0,32,19,72,23,2427,522,1905,116,770,396,51.4285714285714, -5.3
Stephen Boyle,32,741,27,238,204,90,44.1176470588235,87,22,6,1,21,7,147,22,125,13,291,178,61.1683848797251, -2.5
Thomas Keaton,97,3022,342,935,973,453,46.5570400822199,0,0,54,29,79,29,342,63,279,69,1230,678,55.1219512195122, -1.91752577319588
Matthew Lolant,139,3371,637,1773,1637,731,44.6548564447159,479,136,32,23,90,38,415,87,328,88,1430,738,51.6083916083916, -0.81294964028777
Quinten Byrne,64,1386,61,612,490,245,50,189,65,9,4,55,14,171,45,126,25,407,189,46.4373464373464, -0.046875
University of Vincent players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Ivor Doyle,105,1953,121,552,501,272,54.2914171656687,0,0,20,8,37,23,420,99,321,93,422,181,42.8909952606635, 2.46666666666667
Zane Berry,93,1921,285,1135,989,558,56.4206268958544,0,0,24,19,55,21,368,78,290,98,817,434,53.1211750305998, 1.27956989247312
William Stephen,115,2049,1046,1139,994,564,56.7404426559356,0,0,18,11,60,67,626,166,460,142,708,311,43.9265536723164, 2.59130434782609
