University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Hòŕcò Qe	5	32	21	51	36	84	54	44	44	77	27	80	F+	21	56.12	-1	1	1	0	0
Antarion	Gèpeènè'nè Hàŕselàn	1	50	49	28	21	36	31	21	46	49	95	56	D+	19	34.99	-1	1	1	0	0
Antarion	Śa'guskeq Ttéśve	2	48	65	13	33	22	46	89	118	59	39	61	C	19	60.81	-1	1	1	0	0
Antarion	Śa'guskeq Càl	3	46	62	48	18	48	47	48	63	106	52	61	C+	20	56.53	-1	1	1	0	0
Antarion	Pò'a Pègsheènnàyccoŕiiś	4	43	38	45	34	34	21	59	36	46	50	49	D	18	39.54	-1	1	1	0	0
Antarion	Payhèmàw Hàŕselàn	5	19	11	24	29	87	32	19	28	23	70	86	C	18	38.39	-1	1	1	0	0
University of Nja	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Nja	E'àǵay Ciiśǵià	1	98	110	49	14	49	53	48	92	105	24	78	C+	20	64.53	-1	1	1	0	0
Nja	Hòŕcò Yor'cél	2	64	65	11	22	11	36	40	44	21	21	78	D+	19	31.78	-1	1	1	0	0
Nja	Ku Vàydep	3	72	72	43	9	12	60	35	55	70	29	84	D	21	45.00	-1	1	1	0	0
Nja	Śa'guskeq Oŕeńà	4	46	42	45	44	40	52	34	18	66	73	74	D+	20	45.89	-1	1	1	0	0
Nja	iʃśùv O'àpàasà	5	17	6	25	18	11	21	9	7	18	25	71	D	21	18.54	-1	1	1	0	0
Nja	Màce Nùx́iś	1	125	120	39	22	32	60	61	129	93	42	100	D+	22	71.10	-1	1	1	0	0
Nja	Xémni Nhòà	2	62	62	23	10	8	37	55	44	68	8	54	F+	21	41.71	-1	1	1	0	0
Nja	Ńà Pènnaggà	3	31	34	53	30	18	35	66	7	21	14	75	D+	18	35.04	-1	1	1	0	0
Nja	Śonpennneŕgomà Luʃpùwàrpèćii	4	59	59	68	40	24	50	48	17	64	15	88	C	19	48.83	-1	1	1	0	0
Nja	Viiŕce Luʃpùwàrpèćii	5	40	43	68	32	37	16	36	17	30	52	53	D	20	35.00	-1	1	1	0	0
Nja	Śonpennneŕgomà Nnò'ʃiv	1	43	42	26	16	14	21	13	16	30	38	67	C	18	22.57	-1	1	1	0	0
Nja	Duuśuś Kupucdak	2	32	29	19	23	14	12	30	71	40	61	82	D+	18	35.32	-1	1	1	0	0
Nja	Denni Rrèśʃiin	3	32	11	49	29	19	38	44	48	26	13	51	C	18	36.05	-1	1	1	0	0
Nja	Venkàgttonhasttà Ǵèècòvèŕka	4	17	22	22	16	68	17	8	10	72	68	91	D+	18	35.27	-1	1	1	0	0
Nja	Viiŕce Ttéśve	5	7	16	8	8	15	16	10	13	18	37	51	F	18	14.30	-1	1	1	0	0
University of Pentadominion 1	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pentadominion	A'opi Yor'cél	1	31	39	6	21	13	17	32	45	25	21	75	D	19	27.01	-1	1	1	0	0
Pentadominion	Śùy Pènnaggà	2	40	29	27	9	10	28	14	36	26	54	87	C	19	27.18	-1	1	1	0	0
Pentadominion	Viiŕce Qàmiiqè	3	20	29	19	22	10	7	27	12	21	54	72	D	19	20.11	-1	1	1	0	0
Pentadominion	Gèpeènè'nè Ńàhem	4	17	24	20	13	14	13	12	16	33	80	65	F+	19	20.44	-1	1	1	0	0
Pentadominion	Nàgiiś Hàŕselàn	5	60	56	28	53	60	9	23	14	18	86	89	D+	20	34.10	-1	1	1	0	0
Pentadominion	E'àǵay Ttàdùycce	1	34	17	21	14	13	36	18	19	49	93	87	D	19	29.72	-1	1	1	0	0
Pentadominion	Hòŕcò Pènnaggà	2	43	42	26	16	20	24	22	26	42	80	90	D+	18	30.20	-1	1	1	0	0
Pentadominion	Éxànnecig Nhòà	3	21	29	24	16	41	18	27	18	42	26	96	C	20	30.75	-1	1	1	0	0
Pentadominion	Payhèmàw Neśom	4	17	16	48	16	10	17	8	10	22	77	75	F+	21	22.93	-1	1	1	0	0
Pentadominion	Guvggillmào Hàŕselàn	5	24	19	90	24	74	70	35	18	54	83	65	C+	20	53.83	-1	1	1	0	0
Pentadominion	Nàgiiś Mii	1	61	68	18	24	12	36	92	87	49	73	77	C	19	52.16	-1	1	1	0	0
Pentadominion	Śonpennneŕgomà Rrèśʃiin	2	89	92	41	37	17	26	55	47	19	83	53	F+	18	36.80	-1	1	1	0	0
Pentadominion	Śonpennneŕgomà Qe	3	28	23	24	18	53	13	64	6	19	28	46	F+	18	28.36	-1	1	1	0	0
Pentadominion	Śonpennneŕgomà O'àpàasà	4	85	97	100	83	54	85	77	29	93	68	82	C	21	77.57	-1	1	1	0	0
Pentadominion	Denni Dova'mar'éxànè	5	45	49	16	52	60	43	19	32	69	82	99	C+	18	43.98	-1	1	1	0	0
University of Pentadominion 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pentadominion	iʃśùv Nùx́iś	1	22	30	23	15	7	21	47	42	24	80	50	D+	19	28.81	-1	1	1	0	0
Pentadominion	Xémni Nùx́iś	2	33	22	34	9	34	23	38	50	57	100	95	D+	20	40.77	-1	1	1	0	0
Pentadominion	Éxànnecig Qùcca'	3	12	7	11	11	11	23	9	10	24	92	68	D	18	17.51	-1	1	1	0	0
Pentadominion	Éxànnecig Pègsheènnàyccoŕiiś	4	24	19	19	17	19	15	20	14	57	7	91	F	21	27.97	-1	1	1	0	0
Pentadominion	Gèpeènè'nè Qùcca'	5	14	10	11	15	37	12	14	10	11	51	70	F+	20	19.35	-1	1	1	0	0
Pentadominion	Ǵamà Ttéśve	1	114	106	35	33	15	49	40	76	28	35	54	C	19	42.87	-1	1	1	0	0
Pentadominion	Hòŕcò Càl	2	50	29	64	24	27	46	24	79	47	83	88	D+	20	49.30	-1	1	1	0	0
Pentadominion	Noùpexi Nnoncàśénreskèc	3	51	43	52	43	22	64	95	19	31	86	80	D+	19	48.16	-1	1	1	0	0
Pentadominion	Xémni Dova'mar'éxànè	4	74	71	83	34	17	26	41	24	58	65	63	D	19	44.11	-1	1	1	0	0
Pentadominion	Ńà Ttàdùycce	5	25	22	31	29	45	34	10	7	21	94	69	F+	18	28.82	-1	1	1	0	0
Pentadominion	Sipip Muqu	1	11	18	20	7	14	32	19	72	13	33	50	C	18	28.20	-1	1	1	0	0
Pentadominion	Śa'guskeq Qùcca'	2	48	59	52	15	24	41	48	116	82	94	79	C	20	62.02	-1	1	1	0	0
Pentadominion	Gàp Ggàdéʃ	3	75	67	51	38	41	42	62	72	64	15	70	D+	18	53.79	-1	1	1	0	0
Pentadominion	Pepi Vàydep	4	51	47	72	77	40	53	84	7	89	57	92	F+	21	65.22	-1	1	1	0	0
Pentadominion	E'àǵay Nùx́iś	5	52	47	58	65	120	59	46	28	49	51	81	D+	22	64.07	-1	1	1	0	0
University of Shmupland 1	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Sol Jung-Ho	1	59	65	40	12	20	38	41	54	32	25	72	D+	19	38.10	-1	1	1	0	0
Shmupland	Kwak Kwang-Seok	2	14	16	10	14	11	33	13	14	7	81	91	D+	19	18.93	-1	1	1	0	0
Shmupland	Ka Sung-Soo	3	37	50	43	14	25	45	48	24	61	30	75	C+	18	40.87	-1	1	1	0	0
Shmupland	Chu Seung-Won	4	41	36	64	22	20	34	45	11	69	91	109	D	21	44.00	-1	1	1	0	0
Shmupland	Ha Chihu	5	11	9	8	5	23	9	7	15	16	39	85	F	20	15.52	-1	1	1	0	0
Shmupland	Sol Jung-Ho	1	41	37	12	7	33	50	42	72	29	22	64	D	18	38.94	-1	1	1	0	0
Shmupland	Ha Jung-Ho	2	84	80	28	23	51	71	51	112	44	78	101	D	20	60.74	-1	1	1	0	0
Shmupland	Ha Seung-Won	3	43	61	36	10	24	29	40	93	57	29	58	D+	20	42.35	-1	1	1	0	0
Shmupland	Ok Yeong-Jin	4	40	45	102	64	39	31	28	6	40	14	100	D+	21	50.76	-1	1	1	0	0
Shmupland	No Kwang-Seok	5	62	57	83	53	99	36	61	28	86	81	84	C	21	65.56	-1	1	1	0	0
Shmupland	Kwak Minsu	1	40	30	8	10	21	26	17	107	42	21	82	D+	19	39.04	-1	1	1	0	0
Shmupland	Sol Jung-Ho	2	55	49	61	9	14	42	75	72	46	42	67	D	18	51.94	-1	1	1	0	0
Shmupland	Sol Young-Chul	3	79	93	42	13	62	44	35	31	73	23	117	C	21	48.73	-1	1	1	0	0
Shmupland	Om Kwang-Jo	4	95	115	60	58	46	39	43	20	20	44	52	D+	18	42.86	-1	1	1	0	0
Shmupland	Sol Seung-Won	5	6	13	7	10	5	24	8	10	12	19	75	D+	18	14.06	-1	1	1	0	0
University of Shmupland 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Ka Yeong-Jin	1	47	38	11	17	22	29	48	31	11	15	71	F+	20	27.44	-1	1	1	0	0
Shmupland	Kwak Jae-Wook	2	27	30	5	30	13	24	23	48	33	58	49	F	20	27.84	-1	1	1	0	0
Shmupland	Ok Jae-Wook	3	29	37	17	28	16	15	44	26	10	5	51	D+	21	23.06	-1	1	1	0	0
Shmupland	Kae Yeong-Jin	4	48	50	15	20	17	19	22	19	31	56	56	D+	20	22.73	-1	1	1	0	0
Shmupland	Om Chin-Ho	5	20	20	29	33	44	21	25	14	17	93	89	D	21	30.28	-1	1	1	0	0
Shmupland	Kam Jae-Wook	1	21	15	8	6	12	15	17	57	48	81	64	C	18	28.42	-1	1	1	0	0
Shmupland	Chwa Song-Jin	2	22	27	25	19	19	32	34	39	26	37	67	F+	18	31.12	-1	1	1	0	0
Shmupland	Ka Young-Chul	3	50	52	67	48	28	25	24	46	14	32	51	F+	19	35.10	-1	1	1	0	0
Shmupland	Om Jae-Wook	4	23	25	11	30	29	55	42	17	60	80	89	F+	18	37.84	-1	1	1	0	0
Shmupland	Ha Kwang-Jo	5	21	16	24	69	45	37	22	24	31	39	53	D+	20	36.69	-1	1	1	0	0
Shmupland	Chu Kwang-Seok	1	36	41	18	5	8	32	33	61	8	59	64	F	19	28.14	-1	1	1	0	0
Shmupland	Ha Jung-Ho	2	32	47	37	9	21	57	45	12	24	45	74	C+	18	33.50	-1	1	1	0	0
Shmupland	No Young-Chul	3	49	40	62	30	33	47	46	36	54	39	70	D+	21	45.86	-1	1	1	0	0
Shmupland	Ka Chin-Ho	4	58	55	59	52	28	31	30	33	56	27	73	D	18	44.53	-1	1	1	0	0
Shmupland	Kam Kwang-Seok	5	29	13	27	47	84	36	42	32	48	87	83	C	21	47.60	-1	1	1	0	0
University of Shmupland 3	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Chu Sung-Soo	1	55	64	27	5	32	28	49	101	71	33	54	D+	19	49.83	-1	1	1	0	0
Shmupland	Om Yeong-Jin	2	84	83	19	11	40	31	49	48	64	35	62	C	18	42.30	-1	1	1	0	0
Shmupland	Ok Seung-Won	3	37	59	55	27	35	43	46	40	45	82	77	D+	20	43.66	-1	1	1	0	0
Shmupland	Chwa Kwang-Seok	4	79	87	42	42	28	26	56	22	41	80	93	D+	20	40.93	-1	1	1	0	0
Shmupland	Sol Jae-Wook	5	23	17	29	13	64	48	60	20	49	39	80	D+	21	43.40	-1	1	1	0	0
Shmupland	Kwak Chihu	1	43	78	14	28	52	62	77	115	72	48	87	C	19	65.56	-1	1	1	0	0
Shmupland	Ha Seung-Won	2	69	47	57	15	57	44	39	43	30	63	90	C	19	43.25	-1	1	1	0	0
Shmupland	Sol Chin-Ho	3	40	55	19	23	23	57	28	91	55	81	83	C	19	44.27	-1	1	1	0	0
Shmupland	Ka Jung-Ho	4	70	62	90	44	54	33	51	26	57	20	87	C+	19	54.53	-1	1	1	0	0
Shmupland	Ok Minsu	5	46	29	33	58	108	36	32	18	66	44	67	F+	20	52.82	-1	1	1	0	0
Shmupland	Chwa Minsu	1	85	83	28	9	21	66	112	108	53	69	99	C	20	65.94	-1	1	1	0	0
Shmupland	Om Chihu	2	118	129	71	41	48	50	49	85	78	108	93	C	22	65.22	-1	1	1	0	0
Shmupland	Kwak Jae-Wook	3	62	73	74	54	37	97	88	20	75	10	72	D+	21	65.25	-1	1	1	0	0
Shmupland	Ka Yeong-Jin	4	43	43	48	37	36	20	37	36	73	40	56	C	18	42.92	-1	1	1	0	0
Shmupland	Chwa Yeong-Jin	5	11	10	31	31	81	20	41	13	51	35	50	D	18	40.04	-1	1	1	0	0
University of Shmupland 4	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Ha Seung-Won	1	82	80	25	15	11	56	21	120	91	85	57	C	18	55.94	-1	1	1	0	0
Shmupland	Kwak Yeong-Jin	2	51	51	18	21	29	15	45	61	69	51	90	D+	20	43.09	-1	1	1	0	0
Shmupland	Sol Kwang-Jo	3	57	45	34	29	41	23	30	25	83	53	60	C	18	41.07	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	4	88	80	91	96	43	78	48	42	42	84	73	D	21	64.54	-1	1	1	0	0
Shmupland	Kae Seung-Won	5	13	5	46	58	32	28	32	36	42	10	86	D	18	39.88	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	1	93	68	20	14	52	87	87	76	53	16	66	D	20	60.20	-1	1	1	0	0
Shmupland	Sol Sung-Soo	2	98	96	71	7	31	83	55	57	25	77	58	D+	18	51.37	-1	1	1	0	0
Shmupland	Sol Yeong-Jin	3	63	75	63	64	29	72	77	30	69	27	77	C	20	59.56	-1	1	1	0	0
Shmupland	No Chin-Ho	4	58	56	77	58	68	80	55	41	42	74	85	D+	21	60.75	-1	1	1	0	0
Shmupland	Ka Minsu	5	16	21	35	77	52	80	26	33	54	15	73	D+	18	51.45	-1	1	1	0	0
Shmupland	Sol Chihu	1	99	100	28	16	47	54	22	104	58	22	51	F+	18	50.19	-1	1	1	0	0
Shmupland	Chwa Sung-Soo	2	43	50	23	22	26	49	57	52	104	15	59	C	18	53.71	-1	1	1	0	0
Shmupland	Chwa Kwang-Jo	3	61	57	77	29	43	98	74	51	73	48	112	C	20	66.95	-1	1	1	0	0
Shmupland	Om Sung-Soo	4	70	50	137	121	60	88	38	65	45	35	83	B	19	80.27	-1	1	1	0	0
Shmupland	Ha Young-Chul	5	16	10	18	46	73	33	41	33	56	90	62	C+	18	43.47	-1	1	1	0	0
University of Shmupland 5	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Shmupland	Kwak Song-Jin	1	10	7	13	15	8	16	15	18	5	23	81	F	19	16.31	-1	1	1	0	0
Shmupland	Kae Yeong-Jin	2	28	32	12	21	37	29	31	15	12	8	63	D	21	23.30	-1	1	1	0	0
Shmupland	Kae Seung-Won	3	43	40	22	17	17	49	44	30	59	30	102	C	19	39.22	-1	1	1	0	0
Shmupland	Chu Kwang-Jo	4	49	51	70	37	48	51	86	29	68	93	67	C+	20	56.49	-1	1	1	0	0
Shmupland	Kwak Yeong-Jin	5	21	10	20	11	62	42	15	19	27	77	95	C	19	32.52	-1	1	1	0	0
Shmupland	Kae Jung-Ho	1	55	51	31	9	15	19	24	21	53	15	85	F	19	30.10	-1	1	1	0	0
Shmupland	Kam Yeong-Jin	2	53	60	45	14	5	24	12	36	41	12	47	D+	19	29.20	-1	1	1	0	0
Shmupland	Ok Young-Chul	3	55	58	47	21	63	45	73	37	47	28	67	D+	19	48.36	-1	1	1	0	0
Shmupland	Ok Sung-Soo	4	58	69	71	49	28	71	43	46	78	87	111	D+	22	59.05	-1	1	1	0	0
Shmupland	Sol Jung-Ho	5	19	19	14	46	43	31	19	10	46	13	74	F	21	32.53	-1	1	1	0	0
Shmupland	Kae Young-Chul	1	104	93	46	13	12	60	64	119	65	27	73	C	19	61.95	-1	1	1	0	0
Shmupland	Om Young-Chul	2	42	42	28	20	31	10	28	44	22	40	72	D+	18	28.63	-1	1	1	0	0
Shmupland	Kwak Jung-Ho	3	9	14	35	12	13	17	19	10	13	89	87	D+	18	20.70	-1	1	1	0	0
Shmupland	Sol Chin-Ho	4	20	26	50	12	20	31	21	11	78	21	59	C+	18	35.64	-1	1	1	0	0
Shmupland	Om Minsu	5	27	18	38	35	43	19	20	19	39	48	93	D+	18	33.66	-1	1	1	0	0
University of Oasis City	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Qutka Vuki	1	46	52	15	7	13	47	8	71	26	86	69	F+	19	31.94	-1	1	1	0	0
Kaeshar	Teva Piu	2	78	48	30	10	41	28	43	88	44	15	66	C	21	45.48	-1	1	1	0	0
Kaeshar	Taneba Kateni	3	21	38	57	26	28	65	47	38	32	50	77	F+	21	43.27	-1	1	1	0	0
Kaeshar	Qutka Oipa	4	89	84	64	36	24	24	64	15	62	58	64	C	18	45.00	-1	1	1	0	0
Kaeshar	Pezi Ainigdine	5	22	9	26	38	38	17	27	20	35	30	57	D+	21	29.90	-1	1	1	0	0
Kaeshar	Pezi Depazeoni	1	29	27	36	23	47	57	20	77	40	95	75	D	19	44.61	-1	1	1	0	0
Kaeshar	Eŋipxuk Kateni	2	37	39	27	37	19	33	19	74	81	21	67	C+	19	46.18	-1	1	1	0	0
Kaeshar	Dezik Depazeoni	3	39	35	87	20	41	45	55	27	19	94	59	D	19	41.93	-1	1	1	0	0
Kaeshar	Pezi Piu	4	50	45	59	73	41	40	40	18	56	64	61	D+	19	49.67	-1	1	1	0	0
Kaeshar	Tibiziŋag Neksap	5	10	5	48	50	66	25	56	19	38	23	51	D+	19	44.22	-1	1	1	0	0
Kaeshar	Nio Finapeke	1	143	134	21	21	50	103	58	123	104	42	82	C	19	76.75	-1	1	1	0	0
Kaeshar	Vipoi Zonaqa	2	117	114	19	21	43	72	80	119	48	78	91	C	21	65.48	-1	1	1	0	0
Kaeshar	Zeabik Nipta	3	81	87	77	61	34	55	32	64	61	24	57	C	20	54.80	-1	1	1	0	0
Kaeshar	Tipeprik Piu	4	52	60	88	40	48	65	23	30	32	22	63	D+	20	48.01	-1	1	1	0	0
Kaeshar	Vipoi Piu	5	36	44	63	65	84	67	26	16	52	22	62	D+	18	55.38	-1	1	1	0	0
University of Sapphire Bay	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Dezik Nide	1	64	68	18	14	22	38	35	46	26	42	92	D	21	33.86	-1	1	1	0	0
Kaeshar	Taneba Kivi	2	37	28	8	13	6	44	26	47	28	63	83	D+	19	31.13	-1	1	1	0	0
Kaeshar	Zeabik Ifet	3	58	52	33	32	32	34	33	37	5	92	79	D+	18	30.67	-1	1	1	0	0
Kaeshar	Teva Kivi	4	14	20	61	54	30	22	29	39	68	9	74	D+	21	46.25	-1	1	1	0	0
Kaeshar	Pezi Ainigdine	5	29	16	47	12	86	33	49	27	56	72	49	D	20	45.18	-1	1	1	0	0
Kaeshar	Oiŋi Neksap	1	43	59	16	10	16	40	64	105	14	29	50	D	18	42.32	-1	1	1	0	0
Kaeshar	Kudqoatlop Neksap	2	56	62	41	13	13	29	29	87	23	65	56	D+	18	38.43	-1	1	1	0	0
Kaeshar	Eke Mopke	3	52	54	78	56	29	53	49	20	24	40	82	D	21	45.27	-1	1	1	0	0
Kaeshar	Ivi Oipa	4	63	57	106	104	34	61	80	57	125	22	58	B	19	82.60	-1	1	1	0	0
Kaeshar	Ivi Vevapi	5	64	53	72	40	54	37	45	14	47	21	75	C	21	46.95	-1	1	1	0	0
Kaeshar	Dezik Oipa	1	79	74	28	21	29	47	54	65	70	58	47	C	19	48.78	-1	1	1	0	0
Kaeshar	Iveo Tituqu	2	71	72	27	21	15	39	70	29	46	89	52	D+	20	39.68	-1	1	1	0	0
Kaeshar	Otop Nole	3	31	36	27	23	44	31	45	41	67	22	99	D+	20	43.66	-1	1	1	0	0
Kaeshar	Aseqa Fana	4	14	15	13	7	12	20	17	13	10	30	85	D	18	16.49	-1	1	1	0	0
Kaeshar	Aseqa Depazeoni	5	19	28	8	38	95	12	35	11	14	15	88	C	18	36.31	-1	1	1	0	0
University of Chromasheep Farm	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Eŋipxuk Vokigei	1	75	70	25	9	26	66	93	104	49	30	51	D+	19	58.83	-1	1	1	0	0
Kaeshar	Klegna Ainigdine	2	76	79	25	47	78	31	41	82	77	94	86	C+	20	55.95	-1	1	1	0	0
Kaeshar	Makiaipisi Finapeke	3	110	104	101	36	74	109	81	55	106	36	101	C	20	83.18	-1	1	1	0	0
Kaeshar	Imuk Depazeoni	4	71	80	91	50	55	75	56	28	123	78	99	C+	19	73.18	-1	1	1	0	0
Kaeshar	Taneba Fana	5	19	17	8	5	30	7	8	27	23	10	72	D	20	17.51	-1	1	1	0	0
Kaeshar	Kudqoatlop Nitip	1	60	53	14	16	29	67	50	79	83	53	80	D+	18	55.36	-1	1	1	0	0
Kaeshar	Makiaipisi Nitip	2	73	67	60	40	44	84	29	71	78	57	71	C	19	61.29	-1	1	1	0	0
Kaeshar	Otop Poi	3	61	60	47	7	36	32	57	56	43	19	79	C	18	42.05	-1	1	1	0	0
Kaeshar	Kudqoatlop Fiqup	4	24	24	36	31	40	37	47	31	58	29	87	C	18	42.34	-1	1	1	0	0
Kaeshar	Kudqoatlop Depazeoni	5	28	18	33	47	38	36	12	15	26	43	55	C	18	31.25	-1	1	1	0	0
Kaeshar	Otop Vokigei	1	67	69	12	25	15	73	37	104	59	55	51	C	18	51.96	-1	1	1	0	0
Kaeshar	Makiaipisi Zonaqa	2	38	48	35	42	48	14	47	107	67	89	85	D+	18	54.98	-1	1	1	0	0
Kaeshar	Eiqe Poi	3	103	103	27	23	42	62	78	114	58	66	51	C+	18	56.79	-1	1	1	0	0
Kaeshar	Klegna Vevapi	4	68	57	114	44	47	46	36	39	113	28	83	B	18	67.27	-1	1	1	0	0
Kaeshar	Klegna Ainigdine	5	28	26	53	56	63	35	31	38	49	61	51	D+	20	45.75	-1	1	1	0	0
University of Kaeshar 4	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Teva Kateni	1	62	53	9	5	10	40	11	76	20	48	88	D	19	31.22	-1	1	1	0	0
Kaeshar	Dipaia Nibrit	2	30	28	13	10	33	24	48	26	15	54	87	F+	21	27.96	-1	1	1	0	0
Kaeshar	Oiŋi Tituqu	3	20	10	17	15	11	6	22	9	11	71	87	D	21	16.97	-1	1	1	0	0
Kaeshar	Ivi Vokigei	4	14	14	41	36	9	23	39	7	47	53	70	C	18	32.76	-1	1	1	0	0
Kaeshar	Klegna Abu	5	12	10	13	20	47	34	23	16	18	14	90	F	20	28.69	-1	1	1	0	0
Kaeshar	Einep Aivik	1	25	26	19	19	24	30	40	71	42	61	54	D	19	37.99	-1	1	1	0	0
Kaeshar	Eke Neksap	2	89	93	34	33	30	65	42	69	30	54	68	D+	20	47.06	-1	1	1	0	0
Kaeshar	Nipka Kivi	3	72	73	29	22	72	31	26	28	32	38	60	C	19	35.10	-1	1	1	0	0
Kaeshar	Iveo Nitip	4	55	48	89	65	39	49	46	36	55	78	95	C+	20	57.78	-1	1	1	0	0
Kaeshar	Einep Abu	5	24	10	25	36	77	30	53	31	33	83	65	D+	20	42.62	-1	1	1	0	0
Kaeshar	Eiqe Poi	1	59	66	17	5	23	40	57	85	48	74	66	D+	19	45.35	-1	1	1	0	0
Kaeshar	Klegna Ainigdine	2	64	60	40	17	10	44	56	98	39	41	59	D	20	49.78	-1	1	1	0	0
Kaeshar	Teva Gekxakŋi	3	34	34	11	20	8	31	12	13	12	75	82	D	18	18.94	-1	1	1	0	0
Kaeshar	Nipka Aivik	4	66	90	75	95	31	77	77	32	94	81	84	C+	19	72.22	-1	1	1	0	0
Kaeshar	Eŋipxuk Kateni	5	23	25	59	66	80	23	37	27	37	59	61	C+	18	48.30	-1	1	1	0	0
University of Kaeshar 5	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Kaeshar	Eŋipxuk Tituqu	1	51	55	31	6	10	53	38	70	34	108	110	D+	21	42.63	-1	1	1	0	0
Kaeshar	Imuk Oipa	2	22	20	28	15	40	6	20	35	32	73	61	D	19	26.39	-1	1	1	0	0
Kaeshar	Imuk Fiqup	3	9	8	6	18	14	25	13	12	9	76	79	D	20	16.87	-1	1	1	0	0
Kaeshar	Imuk Ifet	4	21	25	13	21	26	47	33	12	38	73	55	D	18	28.46	-1	1	1	0	0
Kaeshar	Oiŋi Bitsekzeba	5	7	9	16	21	26	15	9	11	27	77	88	D+	21	21.48	-1	1	1	0	0
Kaeshar	Otop Poi	1	45	35	20	11	22	34	32	96	43	25	79	D+	20	42.48	-1	1	1	0	0
Kaeshar	Kudqoatlop Nipta	2	59	69	54	33	42	40	59	59	25	45	95	C	21	47.63	-1	1	1	0	0
Kaeshar	Dezik Nide	3	75	71	29	25	17	22	52	50	15	70	60	F+	21	31.04	-1	1	1	0	0
Kaeshar	Eiqe Oipa	4	31	31	45	44	25	11	51	17	44	24	61	C+	19	36.59	-1	1	1	0	0
Kaeshar	Nio Ifet	5	31	30	64	69	29	14	26	27	28	65	52	C+	18	36.56	-1	1	1	0	0
Kaeshar	Zeabik Vokigei	1	82	93	17	12	17	88	31	89	19	19	75	C	20	45.30	-1	1	1	0	0
Kaeshar	Vioŋeki Mopke	2	85	73	27	46	57	29	81	80	59	88	64	C+	20	55.98	-1	1	1	0	0
Kaeshar	Aseqa Oipa	3	83	77	51	54	53	80	51	43	73	77	69	D+	20	58.94	-1	1	1	0	0
Kaeshar	Biplatza Ainigdine	4	54	44	45	45	17	24	32	14	28	62	84	D+	21	33.75	-1	1	1	0	0
Kaeshar	Eiqe Nole	5	32	29	39	52	51	57	53	30	40	79	86	C+	21	48.17	-1	1	1	0	0
University of Lizabechai	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
